x	y	z	stay	mapid
44157	57379	1129088	0	5
44146	57170	1129088	0	5
44144	56961	1129216	0	5
44144	56752	1129216	0	5
44144	56543	1128384	0	5
44144	56337	1127616	0	5
44153	56128	1127488	0	5
44189	55921	1127488	0	5
44280	55729	1127488	0	5
44420	55570	1127552	0	5
44610	55475	1127424	0	5
44820	55462	1127424	0	5
45030	55454	1127488	0	5
45239	55443	1127424	0	5
45448	55440	1127424	0	5
45657	55451	1127488	0	5
45866	55462	1127488	0	5
46075	55473	1127488	0	5
46284	55484	1127488	0	5
46493	55495	1127488	0	5
46701	55512	1127488	0	5
46868	55629	1127488	0	5
46948	55824	1127488	0	5
46984	56033	1127488	0	5
47003	56242	1127488	0	5
47007	56447	1128000	0	5
47007	56656	1128896	0	5
47007	56865	1129216	0	5
47007	57074	1129216	0	5
47007	57283	1129088	0	5
47007	57492	1129088	0	5
47025	57701	1129088	0	5
47047	57910	1129088	0	5
47069	58119	1129088	0	5
47089	58328	1129088	0	5
47094	58537	1129088	0	5
47104	58746	1129216	0	5
47104	58955	1129216	0	5
47104	59158	1128640	0	5
47124	59365	1127744	0	5
47151	59572	1127424	0	5
47213	59775	1127424	0	5
47389	59904	1127424	0	5
47599	59903	1127424	0	5
47808	59903	1127424	0	5
48017	59903	1127424	0	5
48226	59903	1127424	0	5
48435	59903	1127424	0	5
48644	59903	1127424	0	5
48853	59903	1127424	0	5
49062	59903	1127424	0	5
49273	59902	1127424	0	5
49483	59892	1127424	0	5
49686	59942	1127424	0	5
49862	60063	1127424	0	5
49980	60241	1127424	0	5
50080	60424	1127424	0	5
50286	60419	1127424	0	5
50430	60566	1127424	0	5
50539	60748	1127424	0	5
50660	60923	1127424	0	5
50620	61120	1127424	0	5
50415	61170	1127424	0	5
50224	61264	1127424	0	5
50038	61362	1127424	0	5
49956	61554	1127424	0	5
49964	61764	1127424	0	5
49980	61971	1127552	0	5
49980	62184	1128320	0	5
49976	62393	1128960	0	5
49920	62597	1128768	0	5
50021	62770	1128768	0	5
50209	62864	1128768	0	5
50418	62888	1128768	0	5
50622	62949	1128768	0	5
50831	62997	1128768	0	5
51041	62996	1128768	0	5
51250	62974	1128768	0	5
51459	62962	1128768	0	5
51668	62953	1128768	0	5
51877	62953	1128768	0	5
52086	62953	1128768	0	5
52296	62953	1128768	0	5
52505	62944	1128768	0	5
52714	62965	1128768	0	5
52907	63052	1128768	0	5
53094	63151	1128768	0	5
53258	63281	1128768	0	5
53343	63473	1128768	0	5
53399	63675	1128768	0	5
53404	63884	1128768	0	5
53404	64093	1128768	0	5
53430	64302	1128768	0	5
53460	64511	1128768	0	5
53460	64720	1129280	0	5
53460	64929	1129600	0	5
53460	65138	1129536	0	5
53460	65347	1129536	0	5
53465	65556	1129536	0	5
53487	65765	1129536	0	5
53507	65974	1129536	0	5
53508	66183	1130368	0	5
53508	66388	1131072	0	5
53508	66597	1131072	0	5
53508	66806	1130880	0	5
53514	67015	1130880	0	5
53525	67224	1130880	0	5
53536	67433	1130880	0	5
53558	67642	1130880	0	5
53613	67847	1131584	0	5
53635	68056	1131520	0	5
53657	68265	1131520	0	5
53679	68474	1131520	0	5
53700	68683	1131520	0	5
53700	68892	1131520	0	5
53699	69103	1131520	0	5
53605	69290	1131520	0	5
53455	69442	1131520	0	5
53253	69498	1130880	0	5
53044	69491	1130880	0	5
52835	69487	1130880	0	5
52678	69620	1130880	0	5
52624	69825	1130880	0	5
52593	70034	1130880	0	5
52592	70244	1130880	0	5
52592	70453	1130880	0	5
52592	70662	1130880	0	5
52592	70871	1130880	0	5
52598	71080	1130880	0	5
52609	71289	1131328	0	5
52620	71498	1131456	0	5
52631	71707	1131456	0	5
52631	71917	1131648	0	5
52631	72126	1131520	0	5
52631	72335	1131520	0	5
52606	72541	1131392	0	5
52516	72733	1131520	0	5
52398	72911	1131712	0	5
52277	73085	1132224	0	5
52169	73260	1132608	0	5
52018	73410	1132928	0	5
51842	73531	1133184	0	5
51669	73649	1133376	0	5
51483	73730	1133696	0	5
51322	73860	1133952	0	5
51254	74052	1134016	0	5
51276	74255	1134016	0	5
51287	74459	1134080	0	5
51338	74660	1134016	0	5
51417	74853	1133888	0	5
51478	75056	1133760	0	5
51578	75239	1133504	0	5
51696	75412	1133376	0	5
51817	75588	1133312	0	5
51979	75718	1133248	0	5
52105	75884	1133120	0	5
52204	76072	1133056	0	5
52245	76278	1132928	0	5
52245	76487	1132736	0	5
52245	76688	1132352	0	5
52395	76833	1132160	0	5
52598	76858	1132224	0	5
52780	76950	1132096	0	5
52942	77081	1131968	0	5
53088	77232	1131840	0	5
53239	77385	1131712	0	5
53393	77528	1131392	0	5
53582	77620	1131072	0	5
53747	77741	1130816	0	5
53821	77929	1130304	0	5
53908	78113	1129728	0	5
53947	78315	1129344	0	5
53937	78524	1129152	0	5
53838	78708	1128960	0	5
53697	78866	1128768	0	5
53566	79030	1128320	0	5
53460	79212	1128000	0	5
53396	79414	1128064	0	5
53373	79615	1128512	0	5
53370	79819	1128832	0	5
53370	80034	1129024	0	5
53273	80213	1128704	0	5
53093	80317	1128000	0	5
52886	80346	1127616	0	5
52677	80353	1127424	0	5
52474	80406	1127104	0	5
52319	80544	1126528	0	5
52209	80720	1126080	0	5
52121	80905	1125504	0	5
52033	81099	1124992	0	5
51960	81291	1124608	0	5
51902	81495	1124416	0	5
51847	81704	1124352	0	5
51792	81913	1124352	0	5
51737	82122	1124416	0	5
51678	82327	1124480	0	5
51612	82525	1124608	0	5
51546	82723	1124736	0	5
51464	82919	1124736	0	5
51398	83113	1124736	0	5
51336	83313	1124800	0	5
51418	83499	1125056	0	5
51515	83687	1124992	0	5
51505	83890	1124928	0	5
51426	84088	1124800	0	5
51319	84270	1124608	0	5
51187	84432	1124480	0	5
51047	84591	1124224	0	5
50899	84737	1123840	0	5
50745	84879	1123648	0	5
50604	85035	1123520	0	5
50470	85193	1123392	0	5
50344	85360	1123264	0	5
50244	85546	1123328	0	5
50128	85723	1123264	0	5
50004	85896	1123264	0	5
49883	86072	1123264	0	5
49730	86214	1123328	0	5
49603	86382	1123328	0	5
49427	86500	1123456	0	5
49232	86582	1123456	0	5
49024	86628	1123584	0	5
48822	86690	1123776	0	5
48624	86756	1123904	0	5
48426	86827	1124160	0	5
48220	86879	1124352	0	5
48011	86921	1124544	0	5
47808	86976	1124800	0	5
47614	87043	1125056	0	5
47416	87120	1125248	0	5
47218	87197	1125440	0	5
47020	87277	1125760	0	5
46823	87366	1126016	0	5
46642	87474	1126336	0	5
46520	87645	1126720	0	5
46499	87850	1127040	0	5
46522	88059	1127040	0	5
46575	88268	1126976	0	5
46630	88477	1126976	0	5
